India 	Pakistan 	India 	8 wickets 	Melbourne 	Mar 10, 1985 	ODI # 319
India 	Pakistan 	India 	38 runs 	Sharjah 	Mar 22, 1985 	ODI # 321
Australia 	India 	India 	3 wickets 	Sharjah 	Mar 29, 1985 	ODI # 325
Sri Lanka 	India 	India 	2 wickets 	Colombo (SSC) 	Aug 25, 1985 	ODI # 332
Sri Lanka 	India 	Sri Lanka 	14 runs 	Colombo (PSS) 	Sep 21, 1985 	ODI # 333
India 	Pakistan 	Pakistan 	48 runs 	Sharjah 	Nov 17, 1985 	ODI # 340
India 	West Indies 	West Indies 	8 wickets 	Sharjah 	Nov 22, 1985 	ODI # 341
India 	New Zealand 	India 	5 wickets 	Brisbane 	Jan 11, 1986 	ODI # 348
Australia 	India 	Australia 	4 wickets 	Brisbane 	Jan 12, 1986 	ODI # 349
Australia 	India 	India 	8 wickets 	Melbourne 	Jan 16, 1986 	ODI # 351
India 	New Zealand 	New Zealand 	3 wickets 	Perth 	Jan 18, 1986 	ODI # 352
Australia 	India 	Australia 	100 runs 	Sydney 	Jan 21, 1986 	ODI # 354
India 	New Zealand 	New Zealand 	5 wickets 	Melbourne 	Jan 23, 1986 	ODI # 355
India 	New Zealand 	India 	5 wickets 	Adelaide 	Jan 25, 1986 	ODI # 356
Australia 	India 	Australia 	36 runs 	Adelaide 	Jan 26, 1986 	ODI # 357
Australia 	India 	India 	6 wickets 	Melbourne 	Jan 31, 1986 	ODI # 360
India 	New Zealand 	India 	22 runs 	Launceston 	Feb 2, 1986 	ODI # 361
Australia 	India 	Australia 	11 runs 	Sydney 	Feb 5, 1986 	ODI # 362
Australia 	India 	Australia 	7 wickets 	Melbourne 	Feb 9, 1986 	ODI # 363
India 	New Zealand 	India 	3 wickets 	Sharjah 	Apr 10, 1986 	ODI # 381
India 	Sri Lanka 	India 	3 wickets 	Sharjah 	Apr 13, 1986 	ODI # 383
India 	Pakistan 	Pakistan 	1 wicket 	Sharjah 	Apr 18, 1986 	ODI # 385
England 	India 	India 	9 wickets 	The Oval 	May 24, 1986 	ODI # 386
England 	India 	England 	5 wickets 	Manchester 	May 26, 1986 	ODI # 387
India 	Australia 	India 	7 wickets 	Jaipur 	Sep 7, 1986 	ODI # 390
India 	Australia 	Australia 	3 wickets 	Srinagar 	Sep 9, 1986 	ODI # 391
India 	Australia 	India 	3 wickets 	Delhi 	Oct 2, 1986 	ODI # 393
India 	Australia 	India 	52 runs 	Ahmedabad 	Oct 5, 1986 	ODI # 394
India 	Australia 	Australia 	7 wickets 	Rajkot 	Oct 7, 1986 	ODI # 395
India 	Sri Lanka 	India 	7 wickets 	Sharjah 	Nov 27, 1986 	ODI # 401
India 	West Indies 	West Indies 	33 runs 	Sharjah 	Nov 30, 1986 	ODI # 403
India 	Pakistan 	Pakistan 	3 wickets 	Sharjah 	Dec 5, 1986 	ODI # 406
India 	Sri Lanka 	Sri Lanka 	117 runs 	Kanpur 	Dec 24, 1986 	ODI # 407
India 	Sri Lanka 	India 	8 wickets 	Guwahati 	Jan 11, 1987 	ODI # 415
India 	Sri Lanka 	India 	6 wickets 	Delhi 	Jan 13, 1987 	ODI # 416
India 	Sri Lanka 	India 	94 runs 	Vadodara 	Jan 15, 1987 	ODI # 417
India 	Sri Lanka 	India 	10 runs 	Mumbai 	Jan 17, 1987 	ODI # 419
India 	Pakistan 	Pakistan 	3 wickets 	Indore 	Jan 27, 1987 	ODI # 426
India 	Pakistan 	Pakistan 	2 wickets 	Kolkata 	Feb 18, 1987 	ODI # 434
India 	Pakistan 	India 		Hyderabad (Deccan) 	Mar 20, 1987 	ODI # 436
India 	Pakistan 	Pakistan 	6 wickets 	Pune 	Mar 22, 1987 	ODI # 438
India 	Pakistan 	Pakistan 	41 runs 	Nagpur 	Mar 24, 1987 	ODI # 439
India 	Pakistan 	Pakistan 	5 wickets 	Jamshedpur 	Mar 26, 1987 	ODI # 440
England 	India 	India 	3 wickets 	Sharjah 	Apr 2, 1987 	ODI # 442
Australia 	India 	India 	7 wickets 	Sharjah 	Apr 5, 1987 	ODI # 444
India 	Pakistan 	Pakistan 	8 wickets 	Sharjah 	Apr 10, 1987 	ODI # 447
India 	Australia 	Australia 	1 run 	Chennai 	Oct 9, 1987 	ODI # 453
India 	New Zealand 	India 	16 runs 	Bangalore 	Oct 14, 1987 	ODI # 458
India 	Zimbabwe 	India 	8 wickets 	Mumbai 	Oct 17, 1987 	ODI # 461
India 	Australia 	India 	56 runs 	Delhi 	Oct 22, 1987 	ODI # 465
India 	Zimbabwe 	India 	7 wickets 	Ahmedabad 	Oct 26, 1987 	ODI # 469
India 	New Zealand 	India 	9 wickets 	Nagpur 	Oct 31, 1987 	ODI # 474
India 	England 	England 	35 runs 	Mumbai 	Nov 5, 1987 	ODI # 476
India 	West Indies 	West Indies 	10 runs 	Nagpur 	Dec 8, 1987 	ODI # 481
India 	West Indies 	West Indies 	52 runs 	Guwahati 	Dec 23, 1987 	ODI # 482
India 	West Indies 	India 	56 runs 	Kolkata 	Jan 2, 1988 	ODI # 483
India 	West Indies 	West Indies 	6 wickets 	Rajkot 	Jan 5, 1988 	ODI # 487
India 	West Indies 	West Indies 	2 runs 	Ahmedabad 	Jan 7, 1988 	ODI # 489
India 	West Indies 	West Indies 	4 wickets 	Faridabad 	Jan 19, 1988 	ODI # 497
India 	West Indies 	West Indies 	73 runs 	Gwalior 	Jan 22, 1988 	ODI # 500
India 	West Indies 	West Indies 	9 wickets 	Thiruvananthapuram 	Jan 25, 1988 	ODI # 502
India 	Sri Lanka 	India 	18 runs 	Sharjah 	Mar 25, 1988 	ODI # 512
India 	New Zealand 	India 	73 runs 	Sharjah 	Mar 27, 1988 	ODI # 513
India 	New Zealand 	India 	52 runs 	Sharjah 	Apr 1, 1988 	ODI # 517
India 	West Indies 	India 	23 runs 	Sharjah 	Oct 16, 1988 	ODI # 523
India 	Pakistan 	Pakistan 	34 runs 	Sharjah 	Oct 19, 1988 	ODI # 525
India 	West Indies 	West Indies 	8 wickets 	Sharjah 	Oct 21, 1988 	ODI # 526
Bangladesh 	India 	India 	9 wickets 	Chittagong 	Oct 27, 1988 	ODI # 529
India 	Sri Lanka 	Sri Lanka 	17 runs 	Dhaka 	Oct 29, 1988 	ODI # 530
India 	Pakistan 	India 	4 wickets 	Dhaka 	Oct 31, 1988 	ODI # 532
India 	Sri Lanka 	India 	6 wickets 	Dhaka 	Nov 4, 1988 	ODI # 534
India 	New Zealand 	India 	4 wickets 	Visakhapatnam 	Dec 10, 1988 	ODI # 536
India 	New Zealand 	India 	5 wickets 	Cuttack 	Dec 12, 1988 	ODI # 538
India 	New Zealand 	India 	53 runs 	Indore 	Dec 15, 1988 	ODI # 541
India 	New Zealand 	India 	2 wickets 	Vadodara 	Dec 17, 1988 	ODI # 543
West Indies 	India 	West Indies 	50 runs 	Bridgetown 	Mar 7, 1989 	ODI # 556
West Indies 	India 	West Indies 	6 wickets 	Port of Spain 	Mar 9, 1989 	ODI # 558
West Indies 	India 	West Indies 	6 wickets 	Port of Spain 	Mar 11, 1989 	ODI # 560
West Indies 	India 	West Indies 	8 wickets 	St John's 	Mar 18, 1989 	ODI # 562
West Indies 	India 	West Indies 	101 runs 	Georgetown 	Mar 21, 1989 	ODI # 563
India 	West Indies 	West Indies 	5 wickets 	Sharjah 	Oct 13, 1989 	ODI # 569
India 	Pakistan 	Pakistan 	6 wickets 	Sharjah 	Oct 15, 1989 	ODI # 572
India 	West Indies 	India 	37 runs 	Sharjah 	Oct 16, 1989 	ODI # 573
India 	Pakistan 	Pakistan 	38 runs 	Sharjah 	Oct 20, 1989 	ODI # 577
India 	Sri Lanka 	India 	6 runs 	Ahmedabad 	Oct 22, 1989 	ODI # 580
India 	West Indies 	West Indies 	20 runs 	Delhi 	Oct 23, 1989 	ODI # 582
India 	England 	India 	6 wickets 	Kanpur 	Oct 25, 1989 	ODI # 583
India 	Australia 	India 	3 wickets 	Bangalore 	Oct 27, 1989 	ODI # 587
India 	Pakistan 	Pakistan 	77 runs 	Kolkata 	Oct 28, 1989 	ODI # 589
India 	West Indies 	West Indies 	8 wickets 	Mumbai 	Oct 30, 1989 	ODI # 591
Pakistan 	India 	Pakistan 	7 runs 	Gujranwala 	Dec 18, 1989 	ODI # 593
Pakistan 	India 	Pakistan 	38 runs 	Lahore 	Dec 22, 1989 	ODI # 595
England 	India 	England 	4 wickets 	Leeds 	Jul 13, 1974 	ODI # 12
England 	India 	England 	6 wickets 	The Oval 	Jul 15-16, 1974 	ODI # 13
England 	India 	England 	202 runs 	Lord's 	Jun 7, 1975 	ODI # 19
East Africa 	India 	India 	10 wickets 	Leeds 	Jun 11, 1975 	ODI # 24
India 	New Zealand 	New Zealand 	4 wickets 	Manchester 	Jun 14, 1975 	ODI # 28
New Zealand 	India 	New Zealand 	9 wickets 	Christchurch 	Feb 21, 1976 	ODI # 35
New Zealand 	India 	New Zealand 	80 runs 	Auckland 	Feb 22, 1976 	ODI # 36
Pakistan 	India 	India 	4 runs 	Quetta 	Oct 1, 1978 	ODI # 54
Pakistan 	India 	Pakistan 	8 wickets 	Sialkot 	Oct 13, 1978 	ODI # 55
Pakistan 	India 	Pakistan 		Sahiwal 	Nov 3, 1978 	ODI # 56
India 	West Indies 	West Indies 	9 wickets 	Birmingham 	Jun 9, 1979 	ODI # 61
India 	New Zealand 	New Zealand 	8 wickets 	Leeds 	Jun 13, 1979 	ODI # 65
India 	Sri Lanka 	Sri Lanka 	47 runs 	Manchester 	Jun 16-18, 1979 	ODI # 68
India 	Pakistan 	Pakistan 	2 wickets 	Brisbane 	Jan 10, 2000 	ODI # 1537
Australia 	India 	Australia 	28 runs 	Melbourne 	Jan 12, 2000 	ODI # 1539
Australia 	India 	Australia 	5 wickets 	Sydney 	Jan 14, 2000 	ODI # 1540
India 	Pakistan 	Pakistan 	32 runs 	Hobart 	Jan 21, 2000 	ODI # 1543
India 	Pakistan 	India 	48 runs 	Adelaide 	Jan 25, 2000 	ODI # 1547
Australia 	India 	Australia 	152 runs 	Adelaide 	Jan 26, 2000 	ODI # 1548
India 	Pakistan 	Pakistan 	104 runs 	Perth 	Jan 28, 2000 	ODI # 1550
Australia 	India 	Australia 	4 wickets 	Perth 	Jan 30, 2000 	ODI # 1552
India 	South Africa 	India 	3 wickets 	Kochi 	Mar 9, 2000 	ODI # 1572
India 	South Africa 	India 	6 wickets 	Jamshedpur 	Mar 12, 2000 	ODI # 1573
India 	South Africa 	South Africa 	2 wickets 	Faridabad 	Mar 15, 2000 	ODI # 1574
India 	South Africa 	India 	4 wickets 	Vadodara 	Mar 17, 2000 	ODI # 1575
India 	South Africa 	South Africa 	10 runs 	Nagpur 	Mar 19, 2000 	ODI # 1576
India 	South Africa 	South Africa 	10 wickets 	Sharjah 	Mar 22, 2000 	ODI # 1577
India 	Pakistan 	India 	5 wickets 	Sharjah 	Mar 23, 2000 	ODI # 1578
India 	Pakistan 	Pakistan 	98 runs 	Sharjah 	Mar 26, 2000 	ODI # 1580
India 	South Africa 	South Africa 	6 wickets 	Sharjah 	Mar 27, 2000 	ODI # 1581
Bangladesh 	India 	India 	8 wickets 	Dhaka 	May 30-31, 2000 	ODI # 1597
India 	Sri Lanka 	Sri Lanka 	71 runs 	Dhaka 	Jun 1, 2000 	ODI # 1598
India 	Pakistan 	Pakistan 	44 runs 	Dhaka 	Jun 3, 2000 	ODI # 1600
Kenya 	India 	India 	8 wickets 	Nairobi (Gym) 	Oct 3, 2000 	ODI # 1630
Australia 	India 	India 	20 runs 	Nairobi (Gym) 	Oct 7, 2000 	ODI # 1633
India 	South Africa 	India 	95 runs 	Nairobi (Gym) 	Oct 13, 2000 	ODI # 1638
India 	New Zealand 	New Zealand 	4 wickets 	Nairobi (Gym) 	Oct 15, 2000 	ODI # 1639
India 	Sri Lanka 	Sri Lanka 	5 wickets 	Sharjah 	Oct 20, 2000 	ODI # 1640
India 	Zimbabwe 	India 	13 runs 	Sharjah 	Oct 22, 2000 	ODI # 1644
India 	Zimbabwe 	India 	3 wickets 	Sharjah 	Oct 26, 2000 	ODI # 1648
India 	Sri Lanka 	Sri Lanka 	68 runs 	Sharjah 	Oct 27, 2000 	ODI # 1650
India 	Sri Lanka 	Sri Lanka 	245 runs 	Sharjah 	Oct 29, 2000 	ODI # 1652
India 	Zimbabwe 	India 	3 wickets 	Cuttack 	Dec 2, 2000 	ODI # 1656
India 	Zimbabwe 	India 	61 runs 	Ahmedabad 	Dec 5, 2000 	ODI # 1657
India 	Zimbabwe 	Zimbabwe 	1 wicket 	Jodhpur 	Dec 8, 2000 	ODI # 1658
India 	Zimbabwe 	India 	9 wickets 	Kanpur 	Dec 11, 2000 	ODI # 1659
India 	Zimbabwe 	India 	39 runs 	Rajkot 	Dec 14, 2000 	ODI # 1660
India 	Australia 	India 	60 runs 	Bangalore 	Mar 25, 2001 	ODI # 1696
India 	Australia 	Australia 	8 wickets 	Pune 	Mar 28, 2001 	ODI # 1698
India 	Australia 	India 	118 runs 	Indore 	Mar 31, 2001 	ODI # 1699
India 	Australia 	Australia 	93 runs 	Visakhapatnam 	Apr 3, 2001 	ODI # 1700
India 	Australia 	Australia 	4 wickets 	Margao 	Apr 6, 2001 	ODI # 1701
Zimbabwe 	India 	India 	9 wickets 	Harare 	Jun 24, 2001 	ODI # 1729
Zimbabwe 	India 	India 	4 wickets 	Bulawayo 	Jun 27, 2001 	ODI # 1730
India 	West Indies 	India 	6 wickets 	Bulawayo 	Jun 30, 2001 	ODI # 1731
India 	West Indies 	India 	6 wickets 	Harare 	Jul 4, 2001 	ODI # 1733
India 	West Indies 	West Indies 	16 runs 	Harare 	Jul 7, 2001 	ODI # 1734
India 	New Zealand 	New Zealand 	84 runs 	Colombo (RPS) 	Jul 20, 2001 	ODI # 1736
Sri Lanka 	India 	Sri Lanka 	6 runs 	Colombo (RPS) 	Jul 22, 2001 	ODI # 1737
India 	New Zealand 	New Zealand 	67 runs 	Colombo (RPS) 	Jul 26, 2001 	ODI # 1739
Sri Lanka 	India 	India 	7 wickets 	Colombo (RPS) 	Jul 28, 2001 	ODI # 1740
Sri Lanka 	India 	India 	46 runs 	Colombo (SSC) 	Aug 1, 2001 	ODI # 1742
India 	New Zealand 	India 	7 wickets 	Colombo (SSC) 	Aug 2, 2001 	ODI # 1743
Sri Lanka 	India 	Sri Lanka 	121 runs 	Colombo (RPS) 	Aug 5, 2001 	ODI # 1744
South Africa 	India 	South Africa 	6 wickets 	Johannesburg 	Oct 5, 2001 	ODI # 1752
South Africa 	India 	India 	41 runs 	Centurion 	Oct 10, 2001 	ODI # 1757
India 	Kenya 	India 	10 wickets 	Bloemfontein 	Oct 12, 2001 	ODI # 1758
India 	Kenya 	Kenya 	70 runs 	Port Elizabeth 	Oct 17, 2001 	ODI # 1761
South Africa 	India 	South Africa 	46 runs 	East London 	Oct 19, 2001 	ODI # 1762
India 	Kenya 	India 	186 runs 	Paarl 	Oct 24, 2001 	ODI # 1764
South Africa 	India 	South Africa 	6 wickets 	Durban 	Oct 26, 2001 	ODI # 1766
India 	England 	India 	22 runs 	Kolkata 	Jan 19, 2002 	ODI # 1788
India 	England 	England 	16 runs 	Cuttack 	Jan 22, 2002 	ODI # 1792
India 	England 	India 	4 wickets 	Chennai 	Jan 25, 2002 	ODI # 1795
India 	England 	India 	8 wickets 	Kanpur 	Jan 28, 2002 	ODI # 1798
India 	England 	England 	2 runs 	Delhi 	Jan 31, 2002 	ODI # 1800
India 	England 	England 	5 runs 	Mumbai 	Feb 3, 2002 	ODI # 1803
India 	Zimbabwe 	Zimbabwe 	1 wicket 	Faridabad 	Mar 7, 2002 	ODI # 1814
India 	Zimbabwe 	India 	64 runs 	Mohali 	Mar 10, 2002 	ODI # 1815
India 	Zimbabwe 	Zimbabwe 	6 wickets 	Kochi 	Mar 13, 2002 	ODI # 1816
India 	Zimbabwe 	India 	5 wickets 	Hyderabad (Deccan) 	Mar 16, 2002 	ODI # 1817
India 	Zimbabwe 	India 	101 runs 	Guwahati 	Mar 19, 2002 	ODI # 1818
West Indies 	India 	India 	7 wickets 	Bridgetown 	May 29, 2002 	ODI # 1836
West Indies 	India 	West Indies 	7 wickets 	Port of Spain 	Jun 1, 2002 	ODI # 1837
West Indies 	India 	India 	56 runs 	Port of Spain 	Jun 2, 2002 	ODI # 1838
England 	India 	India 	6 wickets 	Lord's 	Jun 29, 2002 	ODI # 1848
India 	Sri Lanka 	India 	4 wickets 	The Oval 	Jun 30, 2002 	ODI # 1849
India 	Sri Lanka 	India 	4 wickets 	Birmingham 	Jul 6, 2002 	ODI # 1852
England 	India 	England 	64 runs 	The Oval 	Jul 9, 2002 	ODI # 1854
India 	Sri Lanka 	India 	63 runs 	Bristol 	Jul 11, 2002 	ODI # 1855
England 	India 	India 	2 wickets 	Lord's 	Jul 13, 2002 	ODI # 1856
India 	Zimbabwe 	India 	14 runs 	Colombo (RPS) 	Sep 14, 2002 	ODI # 1876
England 	India 	India 	8 wickets 	Colombo (RPS) 	Sep 22, 2002 	ODI # 1884
India 	South Africa 	India 	10 runs 	Colombo (RPS) 	Sep 25, 2002 	ODI # 1886
India 	West Indies 	West Indies 	4 wickets 	Jamshedpur 	Nov 6, 2002 	ODI # 1893
India 	West Indies 	West Indies 	7 wickets 	Nagpur 	Nov 9, 2002 	ODI # 1894
India 	West Indies 	India 	81 runs 	Rajkot 	Nov 12, 2002 	ODI # 1895
India 	West Indies 	India 	5 wickets 	Ahmedabad 	Nov 15, 2002 	ODI # 1896
India 	West Indies 	West Indies 	5 wickets 	Vadodara 	Nov 18, 2002 	ODI # 1897
India 	West Indies 	India 	3 wickets 	Jodhpur 	Nov 21, 2002 	ODI # 1898
India 	West Indies 	West Indies 	135 runs 	Vijayawada 	Nov 24, 2002 	ODI # 1900
New Zealand 	India 	New Zealand 	3 wickets 	Auckland 	Dec 26, 2002 	ODI # 1926
New Zealand 	India 	New Zealand 	35 runs 	Napier 	Dec 29, 2002 	ODI # 1927
New Zealand 	India 	New Zealand 	5 wickets 	Christchurch 	Jan 1, 2003 	ODI # 1928
New Zealand 	India 	New Zealand 	7 wickets 	Queenstown 	Jan 4, 2003 	ODI # 1929
New Zealand 	India 	India 	2 wickets 	Wellington 	Jan 8, 2003 	ODI # 1930
New Zealand 	India 	India 	1 wicket 	Auckland 	Jan 11, 2003 	ODI # 1933
New Zealand 	India 	New Zealand 	6 wickets 	Hamilton 	Jan 14, 2003 	ODI # 1935
India 	Netherlands 	India 	68 runs 	Paarl 	Feb 12, 2003 	ODI # 1948
Australia 	India 	Australia 	9 wickets 	Centurion 	Feb 15, 2003 	ODI # 1951
Zimbabwe 	India 	India 	83 runs 	Harare 	Feb 19, 2003 	ODI # 1957
India 	Namibia 	India 	181 runs 	Pietermaritzburg 	Feb 23, 2003 	ODI # 1964
England 	India 	India 	82 runs 	Durban 	Feb 26, 2003 	ODI # 1969
India 	Pakistan 	India 	6 wickets 	Centurion 	Mar 1, 2003 	ODI # 1975
India 	Kenya 	India 	6 wickets 	Cape Town 	Mar 7, 2003 	ODI # 1983
India 	Sri Lanka 	India 	183 runs 	Johannesburg 	Mar 10, 2003 	ODI # 1985
India 	New Zealand 	India 	7 wickets 	Centurion 	Mar 14, 2003 	ODI # 1988
India 	Kenya 	India 	91 runs 	Durban 	Mar 20, 2003 	ODI # 1992
Australia 	India 	Australia 	125 runs 	Johannesburg 	Mar 23, 2003 	ODI # 1993
Bangladesh 	India 	India 	200 runs 	Dhaka 	Apr 11, 2003 	ODI # 2001
India 	South Africa 	India 	153 runs 	Dhaka 	Apr 13, 2003 	ODI # 2002
Bangladesh 	India 	India 	4 wickets 	Dhaka 	Apr 16, 2003 	ODI # 2004
India 	South Africa 	South Africa 	5 wickets 	Dhaka 	Apr 18, 2003 	ODI # 2006
India 	Australia 	India 	37 runs 	Gwalior 	Oct 26, 2003 	ODI # 2052
India 	Australia 	Australia 	77 runs 	Mumbai 	Nov 1, 2003 	ODI # 2054
India 	New Zealand 	New Zealand 	4 wickets 	Cuttack 	Nov 6, 2003 	ODI # 2056
India 	Australia 	Australia 	61 runs 	Bangalore 	Nov 12, 2003 	ODI # 2061
India 	New Zealand 	India 	145 runs 	Hyderabad (Deccan) 	Nov 15, 2003 	ODI # 2062
India 	Australia 	Australia 	37 runs 	Kolkata 	Nov 18, 2003 	ODI # 2064
Australia 	India 	Australia 	18 runs 	Melbourne 	Jan 9, 2004 	ODI # 2077
India 	Zimbabwe 	India 	7 wickets 	Hobart 	Jan 14, 2004 	ODI # 2080
Australia 	India 	India 	19 runs 	Brisbane 	Jan 18, 2004 	ODI # 2084
India 	Zimbabwe 	India 	24 runs 	Brisbane 	Jan 20, 2004 	ODI # 2085
Australia 	India 	Australia 	2 wickets 	Sydney 	Jan 22, 2004 	ODI # 2086
India 	Zimbabwe 	India 	3 runs 	Adelaide 	Jan 24, 2004 	ODI # 2087
Australia 	India 	Australia 	5 wickets 	Perth 	Feb 1, 2004 	ODI # 2093
India 	Zimbabwe 	India 	4 wickets 	Perth 	Feb 3, 2004 	ODI # 2095
Australia 	India 	Australia 	7 wickets 	Melbourne 	Feb 6, 2004 	ODI # 2097
Australia 	India 	Australia 	208 runs 	Sydney 	Feb 8, 2004 	ODI # 2098
Pakistan 	India 	India 	5 runs 	Karachi 	Mar 13, 2004 	ODI # 2112
Pakistan 	India 	Pakistan 	12 runs 	Rawalpindi 	Mar 16, 2004 	ODI # 2114
Pakistan 	India 	Pakistan 	4 wickets 	Peshawar 	Mar 19, 2004 	ODI # 2115
Pakistan 	India 	India 	5 wickets 	Lahore 	Mar 21, 2004 	ODI # 2116
Pakistan 	India 	India 	40 runs 	Lahore 	Mar 24, 2004 	ODI # 2117
India 	U.A.E. 	India 	116 runs 	Dambulla 	Jul 16, 2004 	ODI # 2144
Sri Lanka 	India 	Sri Lanka 	12 runs 	Dambulla 	Jul 18, 2004 	ODI # 2148
Bangladesh 	India 	India 	8 wickets 	Colombo (SSC) 	Jul 21, 2004 	ODI # 2149
India 	Pakistan 	Pakistan 	59 runs 	Colombo (RPS) 	Jul 25, 2004 	ODI # 2152
Sri Lanka 	India 	India 	4 runs 	Colombo (RPS) 	Jul 27, 2004 	ODI # 2153
Sri Lanka 	India 	Sri Lanka 	25 runs 	Colombo (RPS) 	Aug 1, 2004 	ODI # 2155
India 	Pakistan 	Pakistan 	66 runs 	Amstelveen 	Aug 21, 2004 	ODI # 2157
England 	India 	England 	7 wickets 	Nottingham 	Sep 1, 2004 	ODI # 2164
England 	India 	England 	70 runs 	The Oval 	Sep 3, 2004 	ODI # 2165
England 	India 	India 	23 runs 	Lord's 	Sep 5, 2004 	ODI # 2167
India 	Kenya 	India 	98 runs 	Southampton 	Sep 11, 2004 	ODI # 2170
India 	Pakistan 	Pakistan 	3 wickets 	Birmingham 	Sep 19, 2004 	ODI # 2179
India 	Pakistan 	Pakistan 	6 wickets 	Kolkata 	Nov 13, 2004 	ODI # 2192
Bangladesh 	India 	India 	11 runs 	Chittagong 	Dec 23, 2004 	ODI # 2199
Bangladesh 	India 	Bangladesh 	15 runs 	Dhaka 	Dec 26, 2004 	ODI # 2201
Bangladesh 	India 	India 	91 runs 	Dhaka 	Dec 27, 2004 	ODI # 2202
India 	Pakistan 	India 	87 runs 	Kochi 	Apr 2, 2005 	ODI # 2235
India 	Pakistan 	India 	58 runs 	Visakhapatnam 	Apr 5, 2005 	ODI # 2236
India 	Pakistan 	Pakistan 	106 runs 	Jamshedpur 	Apr 9, 2005 	ODI # 2237
India 	Pakistan 	Pakistan 	3 wickets 	Ahmedabad 	Apr 12, 2005 	ODI # 2238
India 	Pakistan 	Pakistan 	5 wickets 	Kanpur 	Apr 15, 2005 	ODI # 2239
India 	Pakistan 	Pakistan 	159 runs 	Delhi 	Apr 17, 2005 	ODI # 2240
Sri Lanka 	India 	Sri Lanka 	3 wickets 	Dambulla 	Jul 30, 2005 	ODI # 2262
India 	West Indies 	India 	6 wickets 	Dambulla 	Jul 31, 2005 	ODI # 2263
Sri Lanka 	India 	Sri Lanka 	4 wickets 	Dambulla 	Aug 3, 2005 	ODI # 2265
India 	West Indies 	India 	7 runs 	Colombo (RPS) 	Aug 7, 2005 	ODI # 2267
Sri Lanka 	India 	Sri Lanka 	18 runs 	Colombo (RPS) 	Aug 9, 2005 	ODI # 2268
India 	New Zealand 	New Zealand 	51 runs 	Bulawayo 	Aug 26, 2005 	ODI # 2273
Zimbabwe 	India 	India 	161 runs 	Harare 	Aug 29, 2005 	ODI # 2274
India 	New Zealand 	India 	6 wickets 	Harare 	Sep 2, 2005 	ODI # 2278
Zimbabwe 	India 	India 	4 wickets 	Harare 	Sep 4, 2005 	ODI # 2280
India 	New Zealand 	New Zealand 	6 wickets 	Harare 	Sep 6, 2005 	ODI # 2281
India 	Sri Lanka 	India 	152 runs 	Nagpur 	Oct 25, 2005 	ODI # 2286
India 	Sri Lanka 	India 	8 wickets 	Mohali 	Oct 28, 2005 	ODI # 2287
India 	Sri Lanka 	India 	6 wickets 	Jaipur 	Oct 31, 2005 	ODI # 2290
India 	Sri Lanka 	India 	4 wickets 	Pune 	Nov 3, 2005 	ODI # 2291
India 	Sri Lanka 	Sri Lanka 	5 wickets 	Ahmedabad 	Nov 6, 2005 	ODI # 2294
India 	Sri Lanka 	India 	7 wickets 	Rajkot 	Nov 9, 2005 	ODI # 2295
India 	Sri Lanka 	India 	5 wickets 	Vadodara 	Nov 12, 2005 	ODI # 2296
India 	South Africa 	South Africa 	5 wickets 	Hyderabad (Deccan) 	Nov 16, 2005 	ODI # 2297
India 	South Africa 	India 	6 wickets 	Bangalore 	Nov 19, 2005 	ODI # 2298
India 	South Africa 	South Africa 	10 wickets 	Kolkata 	Nov 25, 2005 	ODI # 2299
India 	South Africa 	India 	5 wickets 	Mumbai 	Nov 28, 2005 	ODI # 2300
Pakistan 	India 	Pakistan 	7 runs 	Peshawar 	Feb 6, 2006 	ODI # 2324
Pakistan 	India 	India 	7 wickets 	Rawalpindi 	Feb 11, 2006 	ODI # 2327
Pakistan 	India 	India 	5 wickets 	Lahore 	Feb 13, 2006 	ODI # 2329
Pakistan 	India 	India 	5 wickets 	Multan 	Feb 16, 2006 	ODI # 2331
Pakistan 	India 	India 	8 wickets 	Karachi 	Feb 19, 2006 	ODI # 2333
India 	England 	India 	39 runs 	Delhi 	Mar 28, 2006 	ODI # 2357
India 	England 	India 	4 wickets 	Faridabad 	Mar 31, 2006 	ODI # 2358
India 	England 	India 	49 runs 	Margao 	Apr 3, 2006 	ODI # 2359
India 	England 	India 	4 wickets 	Kochi 	Apr 6, 2006 	ODI # 2360
India 	England 	England 	5 wickets 	Jamshedpur 	Apr 12, 2006 	ODI # 2361
India 	England 	India 	7 wickets 	Indore 	Apr 15, 2006 	ODI # 2362
India 	Pakistan 	Pakistan 	6 wickets 	Abu Dhabi 	Apr 18, 2006 	ODI # 2363
India 	Pakistan 	India 	51 runs 	Abu Dhabi 	Apr 19, 2006 	ODI # 2364
West Indies 	India 	India 	5 wickets 	Kingston 	May 18, 2006 	ODI # 2377
West Indies 	India 	West Indies 	1 run 	Kingston 	May 20, 2006 	ODI # 2379
West Indies 	India 	West Indies 	4 wickets 	Basseterre 	May 23, 2006 	ODI # 2380
West Indies 	India 	West Indies 	6 wickets 	Port of Spain 	May 26, 2006 	ODI # 2381
West Indies 	India 	West Indies 	19 runs 	Port of Spain 	May 28, 2006 	ODI # 2382
India 	West Indies 	West Indies 	29 runs 	Kuala Lumpur 	Sep 14, 2006 	ODI # 2414
India 	West Indies 	India 	16 runs 	Kuala Lumpur 	Sep 20, 2006 	ODI # 2419
Australia 	India 	Australia 	18 runs 	Kuala Lumpur 	Sep 22, 2006 	ODI # 2421
